Zonas  Turísticas;Periodo;Total
Andalucía: Costa De La Luz De Cádiz;2012M08;3,9
Andalucía: Costa De La Luz De Cádiz;2012M07;3,56
Andalucía: Costa De La Luz De Cádiz;2012M06;2,96
Andalucía: Costa De La Luz De Cádiz;2012M05;2,99
Andalucía: Costa De La Luz De Cádiz;2012M04;3,35
Andalucía: Costa De La Luz De Cádiz;2012M03;3,92
Andalucía: Costa De La Luz De Cádiz;2012M02;6,13
Andalucía: Costa De La Luz De Cádiz;2012M01;7,84
Andalucía: Costa De La Luz De Cádiz;2011M12;7,38
Andalucía: Costa De La Luz De Cádiz;2011M11;4,71
Andalucía: Costa De La Luz De Cádiz;2011M10;3,62
Andalucía: Costa De La Luz De Cádiz;2011M09;3,49
Andalucía: Costa De La Luz De Cádiz;2011M08;3,94
Andalucía: Costa De La Luz De Cádiz;2011M07;3,23
Andalucía: Costa De La Luz De Cádiz;2011M06;3,33
Andalucía: Costa De La Luz De Cádiz;2011M05;4,09
Andalucía: Costa De La Luz De Cádiz;2011M04;4,09
Andalucía: Costa De La Luz De Cádiz;2011M03;4,29
Andalucía: Costa De La Luz De Cádiz;2011M02;5,08
Andalucía: Costa De La Luz De Cádiz;2011M01;6,66
Andalucía: Costa De La Luz De Cádiz;2010M12;5,93
Andalucía: Costa De La Luz De Cádiz;2010M11;5,19
Andalucía: Costa De La Luz De Cádiz;2010M10;3,59
Andalucía: Costa De La Luz De Cádiz;2010M09;3,04
Andalucía: Costa De La Luz De Cádiz;2010M08;3,68
Andalucía: Costa De La Luz De Cádiz;2010M07;3,13
Andalucía: Costa De La Luz De Cádiz;2010M06;2,55
Andalucía: Costa De La Luz De Cádiz;2010M05;2,67
Andalucía: Costa De La Luz De Cádiz;2010M04;2,89
Andalucía: Costa De La Luz De Cádiz;2010M03;3,95
Andalucía: Costa De La Luz De Cádiz;2010M02;7,24
Andalucía: Costa De La Luz De Cádiz;2010M01;7,49
Andalucía: Costa De La Luz De Cádiz;2009M12;5,34
Andalucía: Costa De La Luz De Cádiz;2009M11;4,74
Andalucía: Costa De La Luz De Cádiz;2009M10;2,87
Andalucía: Costa De La Luz De Cádiz;2009M09;2,99
Andalucía: Costa De La Luz De Cádiz;2009M08;3,62
Andalucía: Costa De La Luz De Cádiz;2009M07;3,06
Andalucía: Costa De La Luz De Cádiz;2009M06;2,54
Andalucía: Costa De La Luz De Cádiz;2009M05;2,53
Andalucía: Costa De La Luz De Cádiz;2009M04;2,72
Andalucía: Costa De La Luz De Cádiz;2009M03;3,98
Andalucía: Costa De La Luz De Cádiz;2009M02;5,24
Andalucía: Costa De La Luz De Cádiz;2009M01;7,6
Andalucía: Costa De La Luz De Cádiz;2008M12;5,02
Andalucía: Costa De La Luz De Cádiz;2008M11;5,18
Andalucía: Costa De La Luz De Cádiz;2008M10;3,09
Andalucía: Costa De La Luz De Cádiz;2008M09;3,19
Andalucía: Costa De La Luz De Cádiz;2008M08;3,95
Andalucía: Costa De La Luz De Cádiz;2008M07;3,08
Andalucía: Costa De La Luz De Cádiz;2008M06;2,59
Andalucía: Costa De La Luz De Cádiz;2008M05;2,89
Andalucía: Costa De La Luz De Cádiz;2008M04;2,8
Andalucía: Costa De La Luz De Cádiz;2008M03;3,56
Andalucía: Costa De La Luz De Cádiz;2008M02;4,74
Andalucía: Costa De La Luz De Cádiz;2008M01;7,47
Andalucía: Costa De La Luz De Cádiz;2007M12;5,35
Andalucía: Costa De La Luz De Cádiz;2007M11;4,62
Andalucía: Costa De La Luz De Cádiz;2007M10;2,7
Andalucía: Costa De La Luz De Cádiz;2007M09;2,97
Andalucía: Costa De La Luz De Cádiz;2007M08;3,81
Andalucía: Costa De La Luz De Cádiz;2007M07;3,1
Andalucía: Costa De La Luz De Cádiz;2007M06;2,5
Andalucía: Costa De La Luz De Cádiz;2007M05;2,65
Andalucía: Costa De La Luz De Cádiz;2007M04;2,92
Andalucía: Costa De La Luz De Cádiz;2007M03;3,3
Andalucía: Costa De La Luz De Cádiz;2007M02;3,41
Andalucía: Costa De La Luz De Cádiz;2007M01;6,65
Andalucía: Costa De La Luz De Cádiz;2006M12;5,25
Andalucía: Costa De La Luz De Cádiz;2006M11;3,98
Andalucía: Costa De La Luz De Cádiz;2006M10;3,17
Andalucía: Costa De La Luz De Cádiz;2006M09;3,28
Andalucía: Costa De La Luz De Cádiz;2006M08;3,86
Andalucía: Costa De La Luz De Cádiz;2006M07;3,17
Andalucía: Costa De La Luz De Cádiz;2006M06;2,39
Andalucía: Costa De La Luz De Cádiz;2006M05;2,62
Andalucía: Costa De La Luz De Cádiz;2006M04;2,7
Andalucía: Costa De La Luz De Cádiz;2006M03;3,54
Andalucía: Costa De La Luz De Cádiz;2006M02;4,45
Andalucía: Costa De La Luz De Cádiz;2006M01;4,92
Andalucía: Costa De La Luz De Cádiz;2005M12;4,57
Andalucía: Costa De La Luz De Cádiz;2005M11;4,72
Andalucía: Costa De La Luz De Cádiz;2005M10;3,7
Andalucía: Costa De La Luz De Cádiz;2005M09;3,16
Andalucía: Costa De La Luz De Cádiz;2005M08;3,82
Andalucía: Costa De La Luz De Cádiz;2005M07;2,89
Andalucía: Costa De La Luz De Cádiz;2005M06;2,36
Andalucía: Costa De La Luz De Cádiz;2005M05;2,75
Andalucía: Costa De La Luz De Cádiz;2005M04;2,31
Andalucía: Costa De La Luz De Cádiz;2005M03;3,21
Andalucía: Costa De La Luz De Cádiz;2005M02;2,86
Andalucía: Costa De La Luz De Cádiz;2005M01;4,18
Andalucía: Costa Del Sol (Málaga);2021M11;10,3
Andalucía: Costa Del Sol (Málaga);2021M10;6,34
Andalucía: Costa Del Sol (Málaga);2021M09;4,76
Andalucía: Costa Del Sol (Málaga);2021M08;5,13
Andalucía: Costa Del Sol (Málaga);2021M07;4,47
Andalucía: Costa Del Sol (Málaga);2021M06;3,93
Andalucía: Costa Del Sol (Málaga);2021M05;4,79
Andalucía: Costa Del Sol (Málaga);2021M04;7,8
Andalucía: Costa Del Sol (Málaga);2021M03;10,65
Andalucía: Costa Del Sol (Málaga);2021M02;22,23
Andalucía: Costa Del Sol (Málaga);2021M01;21,97
Andalucía: Costa Del Sol (Málaga);2020M12;19,36
Andalucía: Costa Del Sol (Málaga);2020M11;29,66
Andalucía: Costa Del Sol (Málaga);2020M10;7,26
Andalucía: Costa Del Sol (Málaga);2020M09;5,65
Andalucía: Costa Del Sol (Málaga);2020M08;5,25
Andalucía: Costa Del Sol (Málaga);2020M07;4,61
Andalucía: Costa Del Sol (Málaga);2020M06;.
Andalucía: Costa Del Sol (Málaga);2020M05;.
Andalucía: Costa Del Sol (Málaga);2020M04;0
Andalucía: Costa Del Sol (Málaga);2020M03;15,12
Andalucía: Costa Del Sol (Málaga);2020M02;15,08
Andalucía: Costa Del Sol (Málaga);2020M01;17,04
Andalucía: Costa Del Sol (Málaga);2019M12;16,19
Andalucía: Costa Del Sol (Málaga);2019M11;13,05
Andalucía: Costa Del Sol (Málaga);2019M10;7,28
Andalucía: Costa Del Sol (Málaga);2019M09;5,39
Andalucía: Costa Del Sol (Málaga);2019M08;5,18
Andalucía: Costa Del Sol (Málaga);2019M07;5,08
Andalucía: Costa Del Sol (Málaga);2019M06;4,72
Andalucía: Costa Del Sol (Málaga);2019M05;5,45
Andalucía: Costa Del Sol (Málaga);2019M04;7,02
Andalucía: Costa Del Sol (Málaga);2019M03;12,91
Andalucía: Costa Del Sol (Málaga);2019M02;13,86
Andalucía: Costa Del Sol (Málaga);2019M01;18,93
Andalucía: Costa Del Sol (Málaga);2018M12;19,57
Andalucía: Costa Del Sol (Málaga);2018M11;17,36
Andalucía: Costa Del Sol (Málaga);2018M10;9,01
Andalucía: Costa Del Sol (Málaga);2018M09;6,17
Andalucía: Costa Del Sol (Málaga);2018M08;5,89
Andalucía: Costa Del Sol (Málaga);2018M07;5,18
Andalucía: Costa Del Sol (Málaga);2018M06;4,56
Andalucía: Costa Del Sol (Málaga);2018M05;6,26
Andalucía: Costa Del Sol (Málaga);2018M04;7,63
Andalucía: Costa Del Sol (Málaga);2018M03;11,08
Andalucía: Costa Del Sol (Málaga);2018M02;17,19
Andalucía: Costa Del Sol (Málaga);2018M01;18,21
Andalucía: Costa Del Sol (Málaga);2017M12;18,64
Andalucía: Costa Del Sol (Málaga);2017M11;16,04
Andalucía: Costa Del Sol (Málaga);2017M10;8,81
Andalucía: Costa Del Sol (Málaga);2017M09;5,36
Andalucía: Costa Del Sol (Málaga);2017M08;5,78
Andalucía: Costa Del Sol (Málaga);2017M07;4,87
Andalucía: Costa Del Sol (Málaga);2017M06;4,47
Andalucía: Costa Del Sol (Málaga);2017M05;6,4
Andalucía: Costa Del Sol (Málaga);2017M04;6,6
Andalucía: Costa Del Sol (Málaga);2017M03;14,69
Andalucía: Costa Del Sol (Málaga);2017M02;18,17
Andalucía: Costa Del Sol (Málaga);2017M01;17,87
Andalucía: Costa Del Sol (Málaga);2016M12;20,46
Andalucía: Costa Del Sol (Málaga);2016M11;17,7
Andalucía: Costa Del Sol (Málaga);2016M10;9,21
Andalucía: Costa Del Sol (Málaga);2016M09;5,12
Andalucía: Costa Del Sol (Málaga);2016M08;5,56
Andalucía: Costa Del Sol (Málaga);2016M07;4,42
Andalucía: Costa Del Sol (Málaga);2016M06;4,82
Andalucía: Costa Del Sol (Málaga);2016M05;6,57
Andalucía: Costa Del Sol (Málaga);2016M04;6,51
Andalucía: Costa Del Sol (Málaga);2016M03;9,54
Andalucía: Costa Del Sol (Málaga);2016M02;14,94
Andalucía: Costa Del Sol (Málaga);2016M01;16,52
Andalucía: Costa Del Sol (Málaga);2015M12;17,19
Andalucía: Costa Del Sol (Málaga);2015M11;18,95
Andalucía: Costa Del Sol (Málaga);2015M10;9,85
Andalucía: Costa Del Sol (Málaga);2015M09;6,34
Andalucía: Costa Del Sol (Málaga);2015M08;5,52
Andalucía: Costa Del Sol (Málaga);2015M07;4,93
Andalucía: Costa Del Sol (Málaga);2015M06;5,22
Andalucía: Costa Del Sol (Málaga);2015M05;6,4
Andalucía: Costa Del Sol (Málaga);2015M04;7,27
Andalucía: Costa Del Sol (Málaga);2015M03;13,97
Andalucía: Costa Del Sol (Málaga);2015M02;16,19
Andalucía: Costa Del Sol (Málaga);2015M01;16,48
Andalucía: Costa Del Sol (Málaga);2014M12;19,8
Andalucía: Costa Del Sol (Málaga);2014M11;17,8
Andalucía: Costa Del Sol (Málaga);2014M10;8,79
Andalucía: Costa Del Sol (Málaga);2014M09;6,8
Andalucía: Costa Del Sol (Málaga);2014M08;5,29
Andalucía: Costa Del Sol (Málaga);2014M07;5
Andalucía: Costa Del Sol (Málaga);2014M06;5,17
Andalucía: Costa Del Sol (Málaga);2014M05;6,17
Andalucía: Costa Del Sol (Málaga);2014M04;6,7
Andalucía: Costa Del Sol (Málaga);2014M03;13,54
Andalucía: Costa Del Sol (Málaga);2014M02;15,65
Andalucía: Costa Del Sol (Málaga);2014M01;15,89
Andalucía: Costa Del Sol (Málaga);2013M12;20,9
Andalucía: Costa Del Sol (Málaga);2013M11;14,65
Andalucía: Costa Del Sol (Málaga);2013M10;10,25
Andalucía: Costa Del Sol (Málaga);2013M09;6,51
Andalucía: Costa Del Sol (Málaga);2013M08;5,48
Andalucía: Costa Del Sol (Málaga);2013M07;5,04
Andalucía: Costa Del Sol (Málaga);2013M06;4,97
Andalucía: Costa Del Sol (Málaga);2013M05;6,36
Andalucía: Costa Del Sol (Málaga);2013M04;8,61
Andalucía: Costa Del Sol (Málaga);2013M03;12,84
Andalucía: Costa Del Sol (Málaga);2013M02;17,22
Andalucía: Costa Del Sol (Málaga);2013M01;16,71
Andalucía: Costa Del Sol (Málaga);2012M12;22,09
Andalucía: Costa Del Sol (Málaga);2012M11;17,64
Andalucía: Costa Del Sol (Málaga);2012M10;11,11
Andalucía: Costa Del Sol (Málaga);2012M09;7,01
Andalucía: Costa Del Sol (Málaga);2012M08;5,66
Andalucía: Costa Del Sol (Málaga);2012M07;5,44
Andalucía: Costa Del Sol (Málaga);2012M06;5,5
Andalucía: Costa Del Sol (Málaga);2012M05;8
Andalucía: Costa Del Sol (Málaga);2012M04;7,53
Andalucía: Costa Del Sol (Málaga);2012M03;16,2
Andalucía: Costa Del Sol (Málaga);2012M02;18,67
Andalucía: Costa Del Sol (Málaga);2012M01;18,06
Andalucía: Costa Del Sol (Málaga);2011M12;23,22
Andalucía: Costa Del Sol (Málaga);2011M11;20,51
Andalucía: Costa Del Sol (Málaga);2011M10;10,38
Andalucía: Costa Del Sol (Málaga);2011M09;6,67
Andalucía: Costa Del Sol (Málaga);2011M08;5,47
Andalucía: Costa Del Sol (Málaga);2011M07;4,9
Andalucía: Costa Del Sol (Málaga);2011M06;5,29
Andalucía: Costa Del Sol (Málaga);2011M05;7,77
Andalucía: Costa Del Sol (Málaga);2011M04;7,66
Andalucía: Costa Del Sol (Málaga);2011M03;17,46
Andalucía: Costa Del Sol (Málaga);2011M02;16,76
Andalucía: Costa Del Sol (Málaga);2011M01;18,02
Andalucía: Costa Del Sol (Málaga);2010M12;23,19
Andalucía: Costa Del Sol (Málaga);2010M11;19,12
Andalucía: Costa Del Sol (Málaga);2010M10;10,79
Andalucía: Costa Del Sol (Málaga);2010M09;6,79
Andalucía: Costa Del Sol (Málaga);2010M08;5,49
Andalucía: Costa Del Sol (Málaga);2010M07;5,12
Andalucía: Costa Del Sol (Málaga);2010M06;5,39
Andalucía: Costa Del Sol (Málaga);2010M05;6,85
Andalucía: Costa Del Sol (Málaga);2010M04;7,78
Andalucía: Costa Del Sol (Málaga);2010M03;13,29
Andalucía: Costa Del Sol (Málaga);2010M02;18,12
Andalucía: Costa Del Sol (Málaga);2010M01;17,89
Andalucía: Costa Del Sol (Málaga);2009M12;22,61
Andalucía: Costa Del Sol (Málaga);2009M11;19,97
Andalucía: Costa Del Sol (Málaga);2009M10;10,26
Andalucía: Costa Del Sol (Málaga);2009M09;6,96
Andalucía: Costa Del Sol (Málaga);2009M08;5,51
Andalucía: Costa Del Sol (Málaga);2009M07;4,97
Andalucía: Costa Del Sol (Málaga);2009M06;5,22
Andalucía: Costa Del Sol (Málaga);2009M05;6,28
Andalucía: Costa Del Sol (Málaga);2009M04;6,81
Andalucía: Costa Del Sol (Málaga);2009M03;14,96
Andalucía: Costa Del Sol (Málaga);2009M02;19,09
Andalucía: Costa Del Sol (Málaga);2009M01;18,4
Andalucía: Costa Del Sol (Málaga);2008M12;17,84
Andalucía: Costa Del Sol (Málaga);2008M11;17,39
Andalucía: Costa Del Sol (Málaga);2008M10;10,03
Andalucía: Costa Del Sol (Málaga);2008M09;5,39
Andalucía: Costa Del Sol (Málaga);2008M08;4,67
Andalucía: Costa Del Sol (Málaga);2008M07;4,67
Andalucía: Costa Del Sol (Málaga);2008M06;4,38
Andalucía: Costa Del Sol (Málaga);2008M05;5,44
Andalucía: Costa Del Sol (Málaga);2008M04;6,74
Andalucía: Costa Del Sol (Málaga);2008M03;9,17
Andalucía: Costa Del Sol (Málaga);2008M02;16
Andalucía: Costa Del Sol (Málaga);2008M01;15,16
Andalucía: Costa Del Sol (Málaga);2007M12;16,78
Andalucía: Costa Del Sol (Málaga);2007M11;13,44
Andalucía: Costa Del Sol (Málaga);2007M10;8,49
Andalucía: Costa Del Sol (Málaga);2007M09;5,37
Andalucía: Costa Del Sol (Málaga);2007M08;4,58
Andalucía: Costa Del Sol (Málaga);2007M07;4,18
Andalucía: Costa Del Sol (Málaga);2007M06;3,73
Andalucía: Costa Del Sol (Málaga);2007M05;5,19
Andalucía: Costa Del Sol (Málaga);2007M04;5,51
Andalucía: Costa Del Sol (Málaga);2007M03;9,25
Andalucía: Costa Del Sol (Málaga);2007M02;14,7
Andalucía: Costa Del Sol (Málaga);2007M01;14,25
Andalucía: Costa Del Sol (Málaga);2006M12;15,11
Andalucía: Costa Del Sol (Málaga);2006M11;17,81
Andalucía: Costa Del Sol (Málaga);2006M10;9,38
Andalucía: Costa Del Sol (Málaga);2006M09;7,05
Andalucía: Costa Del Sol (Málaga);2006M08;5,07
Andalucía: Costa Del Sol (Málaga);2006M07;4,87
Andalucía: Costa Del Sol (Málaga);2006M06;5,28
Andalucía: Costa Del Sol (Málaga);2006M05;6,48
Andalucía: Costa Del Sol (Málaga);2006M04;6,66
Andalucía: Costa Del Sol (Málaga);2006M03;13
Andalucía: Costa Del Sol (Málaga);2006M02;12,76
Andalucía: Costa Del Sol (Málaga);2006M01;16,39
Andalucía: Costa Del Sol (Málaga);2005M12;16,35
Andalucía: Costa Del Sol (Málaga);2005M11;17,66
Andalucía: Costa Del Sol (Málaga);2005M10;11,94
Andalucía: Costa Del Sol (Málaga);2005M09;5,33
Andalucía: Costa Del Sol (Málaga);2005M08;5,09
Andalucía: Costa Del Sol (Málaga);2005M07;4,54
Andalucía: Costa Del Sol (Málaga);2005M06;5,58
Andalucía: Costa Del Sol (Málaga);2005M05;6,3
Andalucía: Costa Del Sol (Málaga);2005M04;7,56
Andalucía: Costa Del Sol (Málaga);2005M03;9,19
Andalucía: Costa Del Sol (Málaga);2005M02;17,63
Andalucía: Costa Del Sol (Málaga);2005M01;16,96
Andalucía: Costa Tropical (Granada);2021M11;6,56
Andalucía: Costa Tropical (Granada);2021M10;3,5
Andalucía: Costa Tropical (Granada);2021M09;3,21
Andalucía: Costa Tropical (Granada);2021M08;3,94
Andalucía: Costa Tropical (Granada);2021M07;3,78
Andalucía: Costa Tropical (Granada);2021M06;2,81
Andalucía: Costa Tropical (Granada);2021M05;2,92
Andalucía: Costa Tropical (Granada);2021M04;4,31
Andalucía: Costa Tropical (Granada);2021M03;5,32
Andalucía: Costa Tropical (Granada);2021M02;7,29
Andalucía: Costa Tropical (Granada);2021M01;13,69
Andalucía: Costa Tropical (Granada);2020M12;10,91
Andalucía: Costa Tropical (Granada);2020M11;12,74
Andalucía: Costa Tropical (Granada);2020M10;4,06
Andalucía: Costa Tropical (Granada);2020M09;3,01
Andalucía: Costa Tropical (Granada);2020M08;3,94
Andalucía: Costa Tropical (Granada);2020M07;3,89
Andalucía: Costa Tropical (Granada);2020M06;.
Andalucía: Costa Tropical (Granada);2020M05;.
Andalucía: Costa Tropical (Granada);2020M04;0
Andalucía: Costa Tropical (Granada);2020M03;12,88
Andalucía: Costa Tropical (Granada);2020M02;8,52
Andalucía: Costa Tropical (Granada);2020M01;11,92
Andalucía: Costa Tropical (Granada);2019M12;11,03
Andalucía: Costa Tropical (Granada);2019M11;8,1
Andalucía: Costa Tropical (Granada);2019M10;4,57
Andalucía: Costa Tropical (Granada);2019M09;3,29
Andalucía: Costa Tropical (Granada);2019M08;4,43
Andalucía: Costa Tropical (Granada);2019M07;3,97
Andalucía: Costa Tropical (Granada);2019M06;2,47
Andalucía: Costa Tropical (Granada);2019M05;3,13
Andalucía: Costa Tropical (Granada);2019M04;4,07
Andalucía: Costa Tropical (Granada);2019M03;7,46
Andalucía: Costa Tropical (Granada);2019M02;9,61
Andalucía: Costa Tropical (Granada);2019M01;10,58
Andalucía: Costa Tropical (Granada);2018M12;10,87
Andalucía: Costa Tropical (Granada);2018M11;8,23
Andalucía: Costa Tropical (Granada);2018M10;4,55
Andalucía: Costa Tropical (Granada);2018M09;3,21
Andalucía: Costa Tropical (Granada);2018M08;4,76
Andalucía: Costa Tropical (Granada);2018M07;3,65
Andalucía: Costa Tropical (Granada);2018M06;2,21
Andalucía: Costa Tropical (Granada);2018M05;2,99
Andalucía: Costa Tropical (Granada);2018M04;3,89
Andalucía: Costa Tropical (Granada);2018M03;6,95
Andalucía: Costa Tropical (Granada);2018M02;13,69
Andalucía: Costa Tropical (Granada);2018M01;11,3
Andalucía: Costa Tropical (Granada);2017M12;10,35
Andalucía: Costa Tropical (Granada);2017M11;9,79
Andalucía: Costa Tropical (Granada);2017M10;4,43
Andalucía: Costa Tropical (Granada);2017M09;3,25
Andalucía: Costa Tropical (Granada);2017M08;4,75
Andalucía: Costa Tropical (Granada);2017M07;3,83
Andalucía: Costa Tropical (Granada);2017M06;2,59
Andalucía: Costa Tropical (Granada);2017M05;3,2
Andalucía: Costa Tropical (Granada);2017M04;3,76
Andalucía: Costa Tropical (Granada);2017M03;8,91
Andalucía: Costa Tropical (Granada);2017M02;11,75
Andalucía: Costa Tropical (Granada);2017M01;10,57
Andalucía: Costa Tropical (Granada);2016M12;10,32
Andalucía: Costa Tropical (Granada);2016M11;9,42
Andalucía: Costa Tropical (Granada);2016M10;4,62
Andalucía: Costa Tropical (Granada);2016M09;3,35
Andalucía: Costa Tropical (Granada);2016M08;4,49
Andalucía: Costa Tropical (Granada);2016M07;3,65
Andalucía: Costa Tropical (Granada);2016M06;2,87
Andalucía: Costa Tropical (Granada);2016M05;3,29
Andalucía: Costa Tropical (Granada);2016M04;3,82
Andalucía: Costa Tropical (Granada);2016M03;5,98
Andalucía: Costa Tropical (Granada);2016M02;10,2
Andalucía: Costa Tropical (Granada);2016M01;9,75
Andalucía: Costa Tropical (Granada);2015M12;8,59
Andalucía: Costa Tropical (Granada);2015M11;7,73
Andalucía: Costa Tropical (Granada);2015M10;4,09
Andalucía: Costa Tropical (Granada);2015M09;3,31
Andalucía: Costa Tropical (Granada);2015M08;4,05
Andalucía: Costa Tropical (Granada);2015M07;3,78
Andalucía: Costa Tropical (Granada);2015M06;2,46
Andalucía: Costa Tropical (Granada);2015M05;2,63
Andalucía: Costa Tropical (Granada);2015M04;3,34
Andalucía: Costa Tropical (Granada);2015M03;6,44
Andalucía: Costa Tropical (Granada);2015M02;8,16
Andalucía: Costa Tropical (Granada);2015M01;8,62
Andalucía: Costa Tropical (Granada);2014M12;8,84
Andalucía: Costa Tropical (Granada);2014M11;7,96
Andalucía: Costa Tropical (Granada);2014M10;4,28
Andalucía: Costa Tropical (Granada);2014M09;3,06
Andalucía: Costa Tropical (Granada);2014M08;4,25
Andalucía: Costa Tropical (Granada);2014M07;3,82
Andalucía: Costa Tropical (Granada);2014M06;2,64
Andalucía: Costa Tropical (Granada);2014M05;2,77
Andalucía: Costa Tropical (Granada);2014M04;3,44
Andalucía: Costa Tropical (Granada);2014M03;7,03
Andalucía: Costa Tropical (Granada);2014M02;9,86
Andalucía: Costa Tropical (Granada);2014M01;9,9
Andalucía: Costa Tropical (Granada);2013M12;8,72
Andalucía: Costa Tropical (Granada);2013M11;6,19
Andalucía: Costa Tropical (Granada);2013M10;3,89
